facility_index,facility_name,facility_state,is_federal,bill_name,bill_street_1,bill_street_2,bill_city_state_zip,bill_zip_code,ship_name,ship_street_1,ship_street_2,ship_city_state_zip,ship_zip_code,website
688,Piedmont Correctional Institution,NC,0,Piedmont Correctional Institution,1245 Camp Road,,"Salisbury, NC 28147",28147,Piedmont Correctional Institution,1245 Camp Road,,"Salisbury, NC 28147",28147,https://www.prisonpro.com/content/piedmont-correctional-institution
689,Polk Correctional Institution,NC,0,Polk Correctional Institution,Box 2500,,"Butner, NC 27509",27509,Polk Correctional Institution,Box 2500,,"Butner, NC 27509",27509,https://www.prisonpro.com/content/polk-correctional-institution-north-carolina
690,Randolph Correctional Center,NC,0,Randolph Correctional Center,Box 4128,,"Asheboro, NC 27204",27204,Randolph Correctional Center,Box 4128,,"Asheboro, NC 27204",27204,https://www.prisonpro.com/content/randolph-correctional-center
691,Rutherford Correctional Center,NC,0,Rutherford Correctional Center,Box 127,,"Spindale, NC 28160",28160,Rutherford Correctional Center,Box 127,,"Spindale, NC 28160",28160,https://www.prisonpro.com/content/rutherford-correctional-center
692,Sampson Correctional Institution,NC,0,Sampson Correctional Institution,Box 1109,,"Clinton, NC 28328",28328,Sampson Correctional Institution,Box 1109,,"Clinton, NC 28328",28328,https://www.prisonpro.com/content/sampson-correctional-institution
693,Sanford Correctional Center,NC,0,Sanford Correctional Center,Box 2490,,"Sanford, NC 27330",27330,Sanford Correctional Center,Box 2490,,"Sanford, NC 27330",27330,https://www.prisonpro.com/content/sanford-correctional-center
694,Scotland Correctional Institution,NC,0,Scotland Correctional Institution,PO Box 1808,,"Laurinburg, NC 28353",28353,Scotland Correctional Institution,PO Box 1808,,"Laurinburg, NC 28353",28353,https://www.prisonpro.com/content/scotland-correctional-institution
695,Southern Correctional Institution,NC,0,Southern Correctional Institution,272 Glen Road,,"Troy, NC 27371",27371,Southern Correctional Institution,272 Glen Road,,"Troy, NC 27371",27371,https://www.prisonpro.com/content/southern-correctional-institution
696,Swannanoa Correctional Center for Women,NC,0,Swannanoa Correctional Center for Women,P.O. Box 609,,"Black Mountain, NC 28711-0609",28711,Swannanoa Correctional Center for Women,P.O. Box 609,,"Black Mountain, NC 28711-0609",28711,https://www.prisonpro.com/content/swannanoa-correctional-center-women
697,Tabor Correctional Institution,NC,0,Tabor Correctional Institution,4600 Swamp Fox Hwy W,,"Tabor City, NC 28463",28463,Tabor Correctional Institution,4600 Swamp Fox Hwy W,,"Tabor City, NC 28463",28463,https://www.prisonpro.com/content/tabor-correctional-institution
698,Tyrrell Prison Work Farm,NC,0,Tyrrell Prison Work Farm,P.O. Box 840,,"Columbia, NC 27925",27925,Tyrrell Prison Work Farm,P.O. Box 840,,"Columbia, NC 27925",27925,https://www.prisonpro.com/content/tyrrell-prison-work-farm
699,Wake Correctional Center,NC,0,Wake Correctional Center,1000 Rock Quarry Road,,"Raleigh, NC 27610",27610,Wake Correctional Center,1000 Rock Quarry Road,,"Raleigh, NC 27610",27610,https://www.prisonpro.com/content/wake-correctional-center
700,Warren Correctional Institution,NC,0,Warren Correctional Institution,Box 728,,"Norlina, NC 27563",27563,Warren Correctional Institution,Box 728,,"Norlina, NC 27563",27563,https://www.prisonpro.com/content/warren-correctional-institution
701,Wilkes Correctional Center,NC,0,Wilkes Correctional Center,404 Statesville Road,,"North Wilkesboro, NC 28659",28659,Wilkes Correctional Center,404 Statesville Road,,"North Wilkesboro, NC 28659",28659,https://www.prisonpro.com/content/wilkes-correctional-center
702,Dakota Women's Correctional and Rehabilitation Center,ND,0,Dakota Women's Correctional and Rehabilitation Center,440 McKenzie Street,,"New England, ND 58647",58647,Dakota Women's Correctional and Rehabilitation Center,440 McKenzie Street,,"New England, ND 58647",58647,https://www.prisonpro.com/content/dakota-womens-correctional-rehabilitation-center
703,James River Correctional Center,ND,0,James River Correctional Center,2521 Circle Drive,,"Jamestown, ND 58401",58401,James River Correctional Center,2521 Circle Drive,,"Jamestown, ND 58401",58401,https://www.prisonpro.com/content/james-river-correctional-center
704,Missouri River Correctional Center,ND,0,Missouri River Correctional Center,P.O. Box 5521,,"Bismarck, ND 58506",58506,Missouri River Correctional Center,P.O. Box 5521,,"Bismarck, ND 58506",58506,https://www.prisonpro.com/content/missouri-river-correctional-center
705,North Dakota State Penitentiary,ND,0,North Dakota State Penitentiary,PO Box 5521,,"Bismarck, ND 58506-5521",58506,North Dakota State Penitentiary,PO Box 5521,,"Bismarck, ND 58506-5521",58506,https://www.prisonpro.com/content/north-dakota-state-penitentiary
706,North Dakota Youth Correctional Center,ND,0,North Dakota Youth Correctional Center,701 16th Ave SW,,"Mandan, ND 58554",58554,North Dakota Youth Correctional Center,701 16th Ave SW,,"Mandan, ND 58554",58554,https://www.prisonpro.com/content/north-dakota-youth-correctional-center
707,Allen Oakwood Correctional Institution,OH,0,Allen Oakwood Correctional Institution,P.O. Box 4501,,"Lima, OH 45801",45801,Allen Oakwood Correctional Institution,P.O. Box 4501,,"Lima, OH 45801",45801,https://www.prisonpro.com/content/allen-oakwood-correctional-institution
708,Belmont Correctional Institution,OH,0,Belmont Correctional Institution,P.O. Box 540,,"St. Clairsville, OH 43950",43950,Belmont Correctional Institution,P.O. Box 540,,"St. Clairsville, OH 43950",43950,https://www.prisonpro.com/content/belmont-correctional-institution
709,Chillicothe Correctional Institution,OH,0,Chillicothe Correctional Institution,P. O. Box 5500,,"Chillicothe, OH 45601",45601,Chillicothe Correctional Institution,P. O. Box 5500,,"Chillicothe, OH 45601",45601,https://www.prisonpro.com/content/chillicothe-correctional-institution
710,Correctional Reception Center,OH,0,Correctional Reception Center,P.O. Box 300,,"Orient, OH 43146",43146,Correctional Reception Center,P.O. Box 300,,"Orient, OH 43146",43146,https://www.prisonpro.com/content/correctional-reception-center
711,Dayton Correctional Institution,OH,0,Dayton Correctional Institution,P.O. Box 17399,,"Dayton, OH 45417",45417,Dayton Correctional Institution,P.O. Box 17399,,"Dayton, OH 45417",45417,https://www.prisonpro.com/content/dayton-correctional-institution
712,Franklin Medical Center,OH,0,Franklin Medical Center,P.O. Box 23658,,"Columbus, OH 43223",43223,Franklin Medical Center,P.O. Box 23658,,"Columbus, OH 43223",43223,https://www.prisonpro.com/content/franklin-medical-center
713,Grafton Correctional Institution,OH,0,Grafton Correctional Institution,2500 South Avon Belden Road,,"Grafton, OH 44044",44044,Grafton Correctional Institution,2500 South Avon Belden Road,,"Grafton, OH 44044",44044,https://www.prisonpro.com/content/grafton-correctional-institution
714,Lake Erie Correctional Institution,OH,0,Lake Erie Correctional Institution,P.O. Box 8000,,"Conneaut, OH 44030",44030,Lake Erie Correctional Institution,P.O. Box 8000,,"Conneaut, OH 44030",44030,https://www.prisonpro.com/content/lake-erie-correctional-institution
715,Lebanon Correctional Institution,OH,0,Lebanon Correctional Institution,P.O. Box 56,,"Lebanon, OH 45036",45036,Lebanon Correctional Institution,P.O. Box 56,,"Lebanon, OH 45036",45036,https://www.prisonpro.com/content/lebanon-correctional-institution
716,London Correctional Institution,OH,0,London Correctional Institution,P.O. Box 69,,"London, OH 43140",43140,London Correctional Institution,P.O. Box 69,,"London, OH 43140",43140,https://www.prisonpro.com/content/london-correctional-institution
717,Lorain Correctional Institution,OH,0,Lorain Correctional Institution,2075 South Avon-Belden Road,,"Grafton, OH 44044",44044,Lorain Correctional Institution,2075 South Avon-Belden Road,,"Grafton, OH 44044",44044,https://www.prisonpro.com/content/lorain-correctional-institution
718,Madison Correctional Institution,OH,0,Madison Correctional Institution,P.O. Box 740,,"London, OH 43140",43140,Madison Correctional Institution,P.O. Box 740,,"London, OH 43140",43140,https://www.prisonpro.com/content/madison-correctional-institution-ohio
719,Mansfield Correctional Institution,OH,0,Mansfield Correctional Institution,P.O. Box 788,,"Mansfield, OH 44901",44901,Mansfield Correctional Institution,P.O. Box 788,,"Mansfield, OH 44901",44901,https://www.prisonpro.com/content/mansfield-correctional-institution
720,Marion Correctional Institution,OH,0,Marion Correctional Institution,P.O. Box 57,,"Marion, OH 43302",43302,Marion Correctional Institution,P.O. Box 57,,"Marion, OH 43302",43302,https://www.prisonpro.com/content/marion-correctional-institution-ohio
721,Noble Correctional Institution,OH,0,Noble Correctional Institution,15708 McConnelsville Road,,"Caldwell, OH 43724",43724,Noble Correctional Institution,15708 McConnelsville Road,,"Caldwell, OH 43724",43724,https://www.prisonpro.com/content/noble-correctional-institution
722,North Central Correctional Complex,OH,0,North Central Correctional Complex,P.O. Box 1812,,"Marion, OH 43302",43302,North Central Correctional Complex,P.O. Box 1812,,"Marion, OH 43302",43302,https://www.prisonpro.com/content/north-central-correctional-complex
723,Northeast Reintegration Center,OH,0,Northeast Reintegration Center,2675 East 30th Street,,"Cleveland, OH 44115",44115,Northeast Reintegration Center,2675 East 30th Street,,"Cleveland, OH 44115",44115,https://www.prisonpro.com/content/northeast-reintegration-center
724,Ohio Reformatory for Women,OH,0,Ohio Reformatory for Women,1479 Collins Avenue,,"Marysville, OH 43040",43040,Ohio Reformatory for Women,1479 Collins Avenue,,"Marysville, OH 43040",43040,https://www.prisonpro.com/content/ohio-reformatory-women
725,Ohio State Penitentiary,OH,0,Ohio State Penitentiary,878 Coitsville-Hubbard Road,,"Youngstown, OH 44505",44505,Ohio State Penitentiary,878 Coitsville-Hubbard Road,,"Youngstown, OH 44505",44505,https://www.prisonpro.com/content/ohio-state-penitentiary
726,Pickaway Correctional Institution,OH,0,Pickaway Correctional Institution,P.O. Box 209,,"Orient, OH 43146",43146,Pickaway Correctional Institution,P.O. Box 209,,"Orient, OH 43146",43146,https://www.prisonpro.com/content/pickaway-correctional-institution
727,Richland Correctional Institution,OH,0,Richland Correctional Institution,P.O. Box 8107,,"Mansfield, OH 44905",44905,Richland Correctional Institution,P.O. Box 8107,,"Mansfield, OH 44905",44905,https://www.prisonpro.com/content/richland-correctional-institution
728,Ross Correctional Institution,OH,0,Ross Correctional Institution,P.O. Box 7010,,"Chillicothe, OH 45601",45601,Ross Correctional Institution,P.O. Box 7010,,"Chillicothe, OH 45601",45601,https://www.prisonpro.com/content/ross-correctional-institution
729,Lancaster Unit,OH,0,Lancaster Unit,5900 B.I.S. Road,,"Lancaster, OH 43130",43130,Lancaster Unit,5900 B.I.S. Road,,"Lancaster, OH 43130",43130,https://www.prisonpro.com/content/southeastern-correctional-complex
730,Hocking Unit,OH,0,Hocking Unit,P.O. Box 59,,"Nelsonville, OH 45764",45764,Hocking Unit,P.O. Box 59,,"Nelsonville, OH 45764",45764,https://www.prisonpro.com/content/southeastern-correctional-complex
731,Southern Ohio Correctional Facility,OH,0,Southern Ohio Correctional Facility,P.O. Box 45699,,"Lucasville, OH 45699",45699,Southern Ohio Correctional Facility,P.O. Box 45699,,"Lucasville, OH 45699",45699,https://www.prisonpro.com/content/southern-ohio-correctional-facility
732,Toledo Correctional Institution,OH,0,Toledo Correctional Institution,P.O. Box 80033,,"Toledo, OH 43608",43608,Toledo Correctional Institution,P.O. Box 80033,,"Toledo, OH 43608",43608,https://www.prisonpro.com/content/toledo-correctional-institution
733,Trumbull Correctional Institution,OH,0,Trumbull Correctional Institution,P.O. Box 901,,"Leavittsburg, OH 44430-0901",44430,Trumbull Correctional Institution,P.O. Box 901,,"Leavittsburg, OH 44430-0901",44430,https://www.prisonpro.com/content/trumbull-correctional-institution
734,TCI Camp,OH,0,TCI Camp,P.O. Box 640,,"Leavittsburg, OH 44430",44430,TCI Camp,P.O. Box 640,,"Leavittsburg, OH 44430",44430,https://www.prisonpro.com/content/trumbull-correctional-institution
735,Warren Correctional Institution,OH,0,Warren Correctional Institution,P.O. Box 120,,"Lebanon, OH 45036",45036,Warren Correctional Institution,P.O. Box 120,,"Lebanon, OH 45036",45036,https://www.prisonpro.com/content/warren-correctional-institution-ohio
736,BJCC,OK,0,BJCC,1856 E. Flynn Street,,"Alva, OK 73717",73717,BJCC,1856 E. Flynn Street,,"Alva, OK 73717",73717,https://www.prisonpro.com/content/charles-e-bill-johnson-correctional-center
737,Cimarron Correctional Facility,OK,0,Cimarron Correctional Facility,3200 SouthKings Highway,,"Cushing, OK 74023",74023,Cimarron Correctional Facility,3200 SouthKings Highway,,"Cushing, OK 74023",74023,https://www.prisonpro.com/content/cimarron-correctional-facility
738,Clara Waters Community Corrections Center,OK,0,Clara Waters Community Corrections Center,9901 N I-35 Service Road,,"Oklahoma City, OK 73131-5228",73131,Clara Waters Community Corrections Center,9901 N I-35 Service Road,,"Oklahoma City, OK 73131-5228",73131,https://www.prisonpro.com/content/clara-waters-community-corrections-center
739,Davis Correctional Facility,OK,0,Davis Correctional Facility,6888 East 133rd Road,,"Holdenville, OK 74848-9033",74848,Davis Correctional Facility,6888 East 133rd Road,,"Holdenville, OK 74848-9033",74848,https://www.prisonpro.com/content/davis-correctional-facility
740,Dick Conner Correctional Center,OK,0,Dick Conner Correctional Center,P.O. Box 220,,"Hominy, OK 74035-0220",74035,Dick Conner Correctional Center,P.O. Box 220,,"Hominy, OK 74035-0220",74035,https://www.prisonpro.com/content/dick-conner-correctional-center
741,Dr. Eddie Warrior Correctional Center,OK,0,Dr. Eddie Warrior Correctional Center,P.O. Box 315,,"Taft, OK 74463-0315",74463,Dr. Eddie Warrior Correctional Center,P.O. Box 315,,"Taft, OK 74463-0315",74463,https://www.prisonpro.com/content/dr-eddie-warrior-correctional-center
742,Enid Community Corrections Center,OK,0,Enid Community Corrections Center,2020 E. Maine Avenue,,"Enid, OK 73701-6445",73701,Enid Community Corrections Center,2020 E. Maine Avenue,,"Enid, OK 73701-6445",73701,https://www.prisonpro.com/content/enid-community-corrections-center
743,Howard McLeod Correctional Center,OK,0,Howard McLeod Correctional Center,1970 E. Whippoorwill Lane,,"Atoka, OK 74525-8415",74525,Howard McLeod Correctional Center,1970 E. Whippoorwill Lane,,"Atoka, OK 74525-8415",74525,https://www.prisonpro.com/content/howard-mcleod-correctional-center
744,Jackie Brannon Correctional Center,OK,0,Jackie Brannon Correctional Center,P.O. Box 1999,,"McAlester, OK 74502-1999",74502,Jackie Brannon Correctional Center,P.O. Box 1999,,"McAlester, OK 74502-1999",74502,https://www.prisonpro.com/content/jackie-brannon-correctional-center
745,James Crabtree Correctional Center,OK,0,James Crabtree Correctional Center,216 North Murray Street,,"Helena, OK 73741-1017",73741,James Crabtree Correctional Center,216 North Murray Street,,"Helena, OK 73741-1017",73741,https://www.prisonpro.com/content/james-crabtree-correctional-center
746,Jess Dunn Correctional Center,OK,0,Jess Dunn Correctional Center,P.O. Box 316,,"Taft, OK 74463-0316",74463,Jess Dunn Correctional Center,P.O. Box 316,,"Taft, OK 74463-0316",74463,https://www.prisonpro.com/content/jess-dunn-correctional-center
